,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
2035,NestAway,https://www.crunchbase.com/organization/nest-away,,,Series D,2019-05-13,10000000.0,USD,10000000.0,1001-5000,104200000.0,USD,104200000.0,9.0,Made Acquisitions,,,3.0,,4.0,,,,For Profit,2015-01-01,https://twitter.com/nestawayhomes,https://www.facebook.com/nestawayhomes,https://www.linkedin.com/company/9334060/,Late Stage Venture,,,$10M to $50M
2042,"Inscripta, Inc",https://www.crunchbase.com/organization/inscripta,"Boulder, Colorado, United States","Biotechnology, Health Care",Series D,2019-12-10,125000000.0,USD,125000000.0,11-50,259500000.0,USD,259500000.0,6.0,Made Acquisitions,,,1.0,,3.0,,,,For Profit,2015-01-01,https://twitter.com/inscriptainc,https://www.facebook.com/InscriptaInc/,https://www.linkedin.com/company/inscriptainc/,Late Stage Venture,,,$10M to $50M
2078,Akoya Biosciences,https://www.crunchbase.com/organization/akoya-biosciences,"Menlo Park, California, United States","Biotechnology, Health Care, Life Science",Series D,2019-12-05,50000000.0,USD,50000000.0,51-100,83500000.0,USD,83500000.0,3.0,,,,,,3.0,,,,For Profit,2015-01-01,http://www.twitter.com/AkoyaBio,,https://www.linkedin.com/company/akoya-biosciences-inc/,Late Stage Venture,,,$10M to $50M
3040,Cockroach Labs,https://www.crunchbase.com/organization/cockroach-labs,"New York, New York, United States","Database, Enterprise Software, Open Source, Software",Series D,2020-05-05,86600000.0,USD,86600000.0,101-250,195100000.0,USD,195100000.0,6.0,,,,,,3.0,,,,For Profit,2015-02-01,https://twitter.com/@cockroachdb,https://www.facebook.com/cockroachlabs,https://www.linkedin.com/company/cockroach-labs,Late Stage Venture,,,$10M to $50M
3044,Cato Networks,https://www.crunchbase.com/organization/cato-networks,"Tel Aviv, Tel Aviv, Israel","Cloud Computing, Mobile, Network Security",Series D,2020-04-07,77000000.0,USD,77000000.0,101-250,202000000.0,USD,202000000.0,4.0,,,,,,2.0,,,,For Profit,2015-02-01,https://twitter.com/catonetworks,https://www.facebook.com/CatoNetworks/,https://www.linkedin.com/company/cato-networks/,Late Stage Venture,,,$10M to $50M
5591,Awfis Space Solution,https://www.crunchbase.com/organization/awfis-space-solution-private-limited,"New Delhi, Delhi, India","Commercial Real Estate, Communities, Coworking, Internet, Real Estate",Series D,2019-08-06,30000000.0,USD,30000000.0,51-100,73603343.0,USD,73603343.0,4.0,,,,,,1.0,,,,For Profit,2015-05-01,https://twitter.com/myawfis,https://www.facebook.com/pg/myawfis/about/?ref=page_internal,https://www.linkedin.com/company-beta/6627264/?pathWildcard=6627264,Late Stage Venture,,,$1M to $10M
6242,Alto Pharmacy,https://www.crunchbase.com/organization/scriptdash,"San Francisco, California, United States","Consumer, E-Commerce, Health Care, Medical, Pharmaceutical",Series D,2020-01-30,250000000.0,USD,250000000.0,251-500,356000000.0,USD,356000000.0,6.0,Made Acquisitions,,,1.0,,3.0,,,,For Profit,2015-06-01,https://www.twitter.com/altopharmacy,https://www.facebook.com/altopharmacy/,https://www.linkedin.com/company/altopharmacy/,Late Stage Venture,,,$10M to $50M
8516,SiFive,https://www.crunchbase.com/organization/sifive,"San Mateo, California, United States","Electronics, Internet of Things, Manufacturing, Semiconductor, Wearables",Series D,2019-06-06,65400000.0,USD,65400000.0,251-500,129500000.0,USD,129500000.0,4.0,,,,,,3.0,,,,For Profit,2015-09-01,https://twitter.com/SiFiveInc,https://www.facebook.com/SiFive/,https://www.linkedin.com/company/sifive/,Late Stage Venture,,,$10M to $50M
8521,Xpressbees,https://www.crunchbase.com/organization/xpressbees,"Pune, Maharashtra, India","Delivery Service, E-Commerce, Internet, Logistics, Supply Chain Management",Series D,2020-01-03,10000000.0,USD,10000000.0,10001+,167583000.0,USD,167583000.0,7.0,,,,,,2.0,,,,For Profit,2015-09-01,https://twitter.com/xpressbees_in,https://www.facebook.com/Xpressbees/,https://www.linkedin.com/company/xpressbees/,Late Stage Venture,,,$10M to $50M
9308,CyberGRX,https://www.crunchbase.com/organization/cybergrx,"Denver, Colorado, United States","Analytics, Big Data, Cloud Security, Cyber Security, Enterprise Software, Information Technology, Network Security, Risk Management, SaaS, Security, Software, Supply Chain Management",Series D,2019-12-10,40000000.0,USD,40000000.0,51-100,99000000.0,USD,99000000.0,6.0,,,,,,1.0,,,,For Profit,2015-10-01,https://twitter.com/cybergrx,https://www.facebook.com/CyberGRX-1685257758394462/,https://www.linkedin.com/company/cybergrx,Late Stage Venture,,,$1M to $10M
9958,The Athletic,https://www.crunchbase.com/organization/the-athletic,"San Francisco, California, United States","Journalism, News, Sports",Series D,2020-01-21,50000000.0,USD,50000000.0,101-250,139459000.0,USD,139459000.0,7.0,,,,,,2.0,,,,For Profit,2015-11-06,https://twitter.com/TheAthleticHQ,https://www.facebook.com/TheAthletic/,https://www.linkedin.com/company/10643112?trk=prof-0-ovw-curr_pos,Late Stage Venture,,,$1M to $10M
9959,Airwallex,https://www.crunchbase.com/organization/airwallex,"Quarry Bay, Hong Kong Island, Hong Kong","Finance, Financial Services, FinTech, Payments",Series D,2020-04-16,160000000.0,USD,160000000.0,251-500,362000000.0,USD,362000000.0,7.0,,,,,,4.0,,,,For Profit,2015-12-01,https://twitter.com/airwallex,https://www.facebook.com/airwallex,https://www.linkedin.com/company/airwallex,Late Stage Venture,,,$10M to $50M
9964,Bright Health,https://www.crunchbase.com/organization/bright-health,"Minneapolis, Minnesota, United States","FinTech, Health Care, Health Insurance, Insurance",Series D,2019-12-17,635000000.0,USD,635000000.0,101-250,1075000000.0,USD,1075000000.0,4.0,Made Acquisitions,,,2.0,,3.0,,,,For Profit,2015-11-01,https://twitter.com/mybrighthealth,https://www.facebook.com/MyBrightHealth/,https://www.linkedin.com/company/bright-health/,Late Stage Venture,,,$10M to $50M
9977,ottonova,https://www.crunchbase.com/organization/ottonova-holding-ag,"Munich, Bayern, Germany","Health Care, Health Insurance, Insurance",Series D,2019-11-26,60000000.0,EUR,66135233.0,101-250,85000000.0,EUR,93488021.0,4.0,,,,,,3.0,,,,For Profit,2015-12-10,https://www.twitter.com/ottonova_ag,https://www.facebook.com/ottonovahealth,https://www.linkedin.com/company/7601234,Late Stage Venture,,,$1M to $10M
11975,Graphcore,https://www.crunchbase.com/organization/graphcore,"Bristol, Bristol, City of, United Kingdom","Artificial Intelligence, Hardware, Machine Learning, Semiconductor",Series D,2020-02-24,150000000.0,USD,150000000.0,101-250,460000000.0,USD,460000000.0,5.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/graphcoreai,https://www.facebook.com/graphcoreai,https://www.linkedin.com/company/graphcore/,Late Stage Venture,,,$1M to $10M
12003,Frontier Car Group,https://www.crunchbase.com/organization/frontier-cars-group,"Berlin, Berlin, Germany","Automotive, Internet, Marketplace, Transportation",Series D,2019-11-11,400000000.0,USD,400000000.0,1001-5000,569000000.0,USD,569000000.0,6.0,,,,,,4.0,,,,For Profit,2016-01-01,https://twitter.com/FrontierCar,https://www.facebook.com/frontiercargroup/,https://www.linkedin.com/company/frontier-car-group/,Late Stage Venture,,,$1M to $10M
12445,Ummeed Housing Finance,https://www.crunchbase.com/organization/ummeed-housing-finance-private-limited,"Gurgaon, Haryana, India","Family, Finance, Financial Services, FinTech",Series D,2020-02-27,1640000000.0,INR,22874996.0,101-250,40229211.0,USD,40229211.0,4.0,,,,,,1.0,,,,For Profit,2016-01-01,,https://www.facebook.com/ummeedhousingfinance/,https://www.linkedin.com/company/ummeed-housing-finance-pvt-ltd/,Late Stage Venture,,,$1M to $10M
12461,Joydrive,https://www.crunchbase.com/organization/joy-drive-oem,"Seattle, Washington, United States","Automotive, E-Commerce, Internet, Travel",Series D,2019-05-20,1060000.0,USD,1060000.0,11-50,9997000.0,USD,9997000.0,5.0,,,,,,1.0,,,,For Profit,2016-01-01,,https://www.facebook.com/joydrivehq/,https://www.linkedin.com/company/joydrivehq/,Late Stage Venture,,,$1M to $10M
12499,PayRight,https://www.crunchbase.com/organization/payright,"Hawthorn, Victoria, Australia","Financial Services, FinTech, Payments",Series D,2019-07-30,27000000.0,USD,27000000.0,11-50,27000000.0,USD,27000000.0,1.0,,,,,,2.0,,,,For Profit,2016-01-01,,https://www.facebook.com/PayRightAustralia/,https://www.linkedin.com/company/payrightaustralia/,Late Stage Venture,,,$1M to $10M
12983,Cheddar,https://www.crunchbase.com/organization/cheddar-tv,"New York, New York, United States","Media and Entertainment, Video, Video Streaming",Series D,2018-03-19,22000000.0,USD,22000000.0,101-250,54000000.0,USD,54000000.0,5.0,"Made Acquisitions, Was Acquired",Altice USA,https://www.crunchbase.com/organization/altice-usa,3.0,200000000.0,1.0,,200000000.0,USD,For Profit,2016-01-01,https://twitter.com/cheddar,https://www.facebook.com/cheddar,https://www.linkedin.com/company/cheddar-inc-,M&A,Acquisition,2019-04-30,$10M to $50M
15105,CureFit,https://www.crunchbase.com/organization/curefit,"Bangalore, Karnataka, India","Apps, Fitness, Health Care, Wellness",Series D,2020-03-23,110000000.0,USD,110000000.0,1001-5000,404575959.0,USD,404575959.0,9.0,Made Acquisitions,,,6.0,,2.0,,,,For Profit,2016-07-01,https://twitter.com/becurefit,https://www.facebook.com/BeCureFit/,https://www.linkedin.com/company/13188703,Late Stage Venture,,,$10M to $50M
16472,Seer,https://www.crunchbase.com/organization/seer-b1f0,"South San Francisco, California, United States",Life Science,Series D,2019-12-17,55000000.0,USD,55000000.0,11-50,108500000.0,USD,108500000.0,3.0,,,,,,3.0,,,,,2017-01-01,https://twitter.com/seer_bio,,https://www.linkedin.com/company/seerbio/,Late Stage Venture,,,Less than $1M
17322,Bird,https://www.crunchbase.com/organization/bird,"Santa Monica, California, United States","Electric Vehicle, Last Mile Transportation, Mobile, Mobile Apps, Ride Sharing, Transportation",Series D,2020-01-27,75000000.0,USD,75000000.0,501-1000,623000000.0,USD,623000000.0,6.0,Made Acquisitions,,,2.0,,1.0,,,,For Profit,2017-01-01,https://twitter.com/birdride,https://www.facebook.com/bird/,https://www.linkedin.com/company/birdapp/,Late Stage Venture,,,$10M to $50M
17596,Faire,https://www.crunchbase.com/organization/indigo-fair,"San Francisco, California, United States","E-Commerce, Marketplace, Retail, Retail Technology, Wholesale",Series D,2019-10-30,150000000.0,USD,150000000.0,101-250,265950000.0,USD,265950000.0,6.0,,,,,,4.0,,,,For Profit,2017-01-01,https://twitter.com/faire_wholesale,https://www.facebook.com/FaireWholesale/,https://www.linkedin.com/company/18013280/,Late Stage Venture,,,$10M to $50M
18249,Xinja Bank,https://www.crunchbase.com/organization/xinja,"Sydney, New South Wales, Australia","Banking, Billing, Customer Service, Debit Cards, Finance, Financial Services, Mobile Apps, Mobile Payments",Series D,2020-03-24,160000000.0,AUD,95509615.0,51-100,204700000.0,AUD,127284925.0,4.0,,,,,,2.0,,,,For Profit,2017-05-21,https://twitter.com/xinjamoney,https://www.facebook.com/xinjamoney/,https://www.linkedin.com/company/xinja/,Late Stage Venture,,,$1M to $10M
