,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
1111,MyGlamm,https://www.crunchbase.com/organization/myglamm,"Mumbai, Maharashtra, India","Beauty, Marketplace, Mobile Apps",Debt Financing,2020-03-05,120000000.0,INR,1624792.0,101-250,27610590.0,USD,27610590.0,5.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/myglamm,https://www.facebook.com/myGlamm/,https://www.linkedin.com/company/myglamm,,,,$1M to $10M
1153,Inkbox,https://www.crunchbase.com/organization/inkbox,"Toronto, Ontario, Canada","Consumer, Fashion, Lifestyle",Debt Financing,2018-07-18,4000000.0,CAD,3037399.0,101-250,14099610.0,USD,14099610.0,5.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/getinkbox,https://www.facebook.com/getinkbox/info/?entry_point=page_nav_about_item&tab=page_info,https://www.linkedin.com/company/inkbox---getinkbox-com,Early Stage Venture,,,$1M to $10M
1209,QuVa Pharma,https://www.crunchbase.com/organization/quva-pharma,"Sugar Land, Texas, United States","Health Care, Medical, Medical Device, Pharmaceutical",Debt Financing,2018-07-26,41000000.0,USD,41000000.0,51-100,81000000.0,USD,81000000.0,4.0,Made Acquisitions,,,1.0,,2.0,,,,For Profit,2015-01-01,,https://www.facebook.com/pages/QuVa-Pharma/250008592303453,https://www.linkedin.com/company/quvapharma-inc-/,Private Equity,,,$1M to $10M
1322,Sixup,https://www.crunchbase.com/organization/sixup,"San Francisco, California, United States","Big Data, EdTech, FinTech, Impact Investing",Debt Financing,2018-12-10,27000000.0,USD,27000000.0,11-50,55250000.0,USD,55250000.0,9.0,,,,,,1.0,,,,,2015-01-01,https://twitter.com/sixup_pbc,https://www.facebook.com/sixup.pbc/,https://www.linkedin.com/company/sixup-pbc-inc-/,Seed,,,$1M to $10M
1573,IntelinAir,https://www.crunchbase.com/organization/intelinair,"San Jose, California, United States","Agriculture, Analytics, Enterprise Software",Debt Financing,2016-09-14,3000000.0,USD,3000000.0,11-50,4515993.0,USD,4515993.0,3.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/IntelinAir,https://www.facebook.com/IntelinAir,https://www.linkedin.com/company/intelinair,Seed,,,$1M to $10M
1583,Fly Now Pay Later,https://www.crunchbase.com/organization/fly-now-pay-later,"London, England, United Kingdom","Finance, Financial Services, FinTech, Payments",Debt Financing,2018-05-01,5000000.0,USD,5000000.0,51-100,35000000.0,USD,35000000.0,3.0,,,,,,3.0,,,,For Profit,2015-01-01,https://www.twitter.com/fnpluk,https://www.facebook.com/Fly-Now-Pay-Later-118370068188648,https://www.linkedin.com/company/travelfund-co-uk,Seed,,,$1M to $10M
1639,Nevakar,https://www.crunchbase.com/organization/nevakar,"Bridgewater, New Jersey, United States","Biopharma, Biotechnology, Pharmaceutical",Debt Financing,2018-11-30,30000000.0,USD,30000000.0,11-50,85000000.0,USD,85000000.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,,,,Private Equity,,,$1M to $10M
1729,UrDoorstep,https://www.crunchbase.com/organization/urdoorstep,"Bangalore, Karnataka, India","E-Commerce, Food and Beverage, Retail, Shopping",Debt Financing,2016-12-05,50000000.0,INR,734852.0,,1034852.0,USD,1034852.0,3.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/urdoorstep123,https://www.facebook.com/urdoorstep/info/?tab=page_info,https://www.linkedin.com/vsearch/p?company=Urdoorstep+eRetail+Pvt+Ltd&trk=prof-exp-company-name,Seed,,,$1M to $10M
1734,Encore Dermatology,https://www.crunchbase.com/organization/encore-dermatology,"Malvern, Pennsylvania, United States","Medical, Medical Device, Pharmaceutical",Debt Financing,2019-04-08,20000000.0,USD,20000000.0,11-50,42700004.0,USD,42700004.0,3.0,,,,,,4.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/encore-dermatology-inc,,,,$1M to $10M
1740,Chushou,https://www.crunchbase.com/organization/chushou,"Shanghai, Shanghai, China","Online Games, Social Network, Video Streaming",Debt Financing,2020-01-01,4000000.0,USD,4000000.0,51-100,117495392.0,USD,117495392.0,4.0,,,,,,1.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/%E8%A7%A6%E6%89%8Btv,,,,$1M to $10M
1821,Altus Assessments Inc.,https://www.crunchbase.com/organization/altus-assessments-inc,"Toronto, Ontario, Canada",Education,Debt Financing,2020-03-06,3000000.0,CAD,2234603.0,51-100,3000000.0,CAD,2234603.0,1.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/altusinc,,https://www.linkedin.com/company/altus-assessments-inc/,,,,$1M to $10M
1852,DIMENSIONALMECHANICS,https://www.crunchbase.com/organization/dimensionalmechanics,"Bellevue, Washington, United States","Artificial Intelligence, Machine Learning, Software",Debt Financing,2019-02-15,401000.0,USD,401000.0,11-50,10126000.0,USD,10126000.0,5.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/DMInc_AI,https://www.facebook.com/DimensionalMechanics,https://www.linkedin.com/company/dimensionalmechanics,Early Stage Venture,,,$1M to $10M
1864,Velicept Therapeutics,https://www.crunchbase.com/organization/velicept-therapeutics,"Malvern, Pennsylvania, United States","Health Care, Medical, Therapeutics",Debt Financing,2019-11-28,6000000.0,USD,6000000.0,1-10,42000000.0,USD,42000000.0,4.0,,,,,,,,,,For Profit,2015-01-01,,,,Early Stage Venture,,,$1M to $10M
1873,Woffu,https://www.crunchbase.com/organization/woffu,"Barcelona, Catalonia, Spain","Human Resources, SaaS, Software",Debt Financing,2019-09-23,300000.0,EUR,329824.0,11-50,540000.0,EUR,604110.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/Woffu_App,https://www.facebook.com/woffu/,https://www.linkedin.com/company/woffu,,,,$1M to $10M
1949,Rennova Health,https://www.crunchbase.com/organization/rennova-health,"West Palm Beach, Florida, United States","Customer Service, Health Care, Software",Debt Financing,2019-06-28,1020000.0,USD,1020000.0,11-50,9925600.0,USD,9925600.0,5.0,Made Acquisitions,,,2.0,,1.0,,,,For Profit,2015-01-01,https://www.twitter.com/RennovaHealth,https://www.facebook.com/RennovaHealth,https://www.linkedin.com/company/rennova-health,IPO,,,$1M to $10M
1973,OnDeck Australia,https://www.crunchbase.com/organization/ondeck-australia,"Sydney, New South Wales, Australia","Finance, Financial Services, FinTech",Debt Financing,2018-07-25,75000000.0,USD,75000000.0,101-250,75000000.0,USD,75000000.0,1.0,,,,,,,,,,,2015-01-01,https://twitter.com/ondeckcapital,https://www.facebook.com/OnDeckCapital,https://www.linkedin.com/company/ondeck-australia,,,,$1M to $10M
2014,Qwil,https://www.crunchbase.com/organization/qwil,"San Francisco, California, United States","Financial Services, FinTech, Payments, Sharing Economy",Debt Financing,2019-12-11,200000000.0,USD,200000000.0,11-50,331525000.0,USD,331525000.0,7.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/qwil,https://www.facebook.com/omgqwil,https://www.linkedin.com/company/qwil-inc-/,Early Stage Venture,,,$10M to $50M
2084,Aligned Energy,https://www.crunchbase.com/organization/aligned-energy,"Plano, Texas, United States","Information Services, Information Technology, Infrastructure",Debt Financing,2020-05-12,80000000.0,USD,80000000.0,51-100,575000000.0,USD,575000000.0,3.0,,,,,,1.0,,,,,2015-01-01,https://www.twitter.com/alignedenergy,https://www.facebook.com/alignedenergyllc,https://www.linkedin.com/company/aligned-energy,,,,$10M to $50M
2085,LendingUSA,https://www.crunchbase.com/organization/lendingusa,"Sherman Oaks, California, United States","Credit, Finance, Financial Services, FinTech, Payments, Personal Finance, Point of Sale",Debt Financing,2019-10-21,250000000.0,USD,250000000.0,51-100,360000000.0,USD,360000000.0,3.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/LendingUSA,https://www.facebook.com/lendingusa,https://www.linkedin.com/company/lendingusa,,,,$10M to $50M
2108,TripActions,https://www.crunchbase.com/organization/tripactions,"Palo Alto, California, United States","Business Travel, Computer, Software, Travel",Debt Financing,2020-02-25,500000000.0,USD,500000000.0,501-1000,981500000.0,USD,981500000.0,8.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/tripactions,https://www.facebook.com/TripActions/,https://www.linkedin.com/company/tripactions/,Late Stage Venture,,,$10M to $50M
2114,Metacrine,https://www.crunchbase.com/organization/metacrine,"San Diego, California, United States","Biotechnology, Health Care, Medical",Debt Financing,2019-09-18,50000000.0,USD,50000000.0,11-50,173000000.0,USD,173000000.0,4.0,,,,,,3.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/10092889?trk=prof-exp-company-name,Late Stage Venture,,,$10M to $50M
2166,Zavante Therapeutics,https://www.crunchbase.com/organization/zavante-therapeutics,"San Diego, California, United States","Biotechnology, Medical, Pharmaceutical, Therapeutics",Debt Financing,2016-09-01,10000000.0,USD,10000000.0,101-250,65000000.0,USD,65000000.0,3.0,Was Acquired,Nabriva Therapeutics,https://www.crunchbase.com/organization/nabriva-therapeutics,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/zavanteinc,,https://www.linkedin.com/company/zavante-therapeutics-inc-,M&A,Acquisition,2018-07-25,$10M to $50M
2168,Mustang Bio,https://www.crunchbase.com/organization/mustang-bio,"New York, New York, United States","Biotechnology, Pharmaceutical",Debt Financing,2019-04-01,20000000.0,USD,20000000.0,51-100,20000000.0,USD,20000000.0,1.0,,,,,,,,,,For Profit,2015-01-01,,,,IPO,,,$10M to $50M
2171,FormHero,https://www.crunchbase.com/organization/formhero,"Toronto, Ontario, Canada",Information Technology,Debt Financing,2018-10-10,2000000.0,CAD,1532316.0,11-50,2000000.0,CAD,1532316.0,1.0,,,,,,,,,,For Profit,2015-01-01,https://twitter.com/formhero_io,https://www.facebook.com/formhero/,https://www.linkedin.com/company/formhero-inc/,,,,$10M to $50M
2208,NovoRoll,https://www.crunchbase.com/organization/novoroll,"San Francisco, California, United States","Ad Network, Advertising, Marketing, Video Advertising",Debt Financing,2017-07-19,2500000.0,USD,2500000.0,11-50,2500000.0,USD,2500000.0,1.0,,,,,,1.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/novoroll,,,,$10M to $50M
2215,PhosphoGam,https://www.crunchbase.com/organization/phosphogam,"Raleigh, North Carolina, United States","Biotechnology, Pharmaceutical",Debt Financing,2018-07-31,250000.0,USD,250000.0,,250000.0,USD,250000.0,1.0,,,,,,,,,,,2015-01-01,,,,,,,$10M to $50M
2230,Shades of Green,https://www.crunchbase.com/organization/shades-of-green,"Monterey, California, United States","Cannabis, Green Consumer Goods, Manufacturing, Medical",Debt Financing,2015-03-09,50000.0,USD,50000.0,1-10,50000.0,USD,50000.0,1.0,,,,,,,,,,For Profit,2015-01-01,,,,,,,$10M to $50M
2241,Wellflix,https://www.crunchbase.com/organization/wellflix,"Hillsborough, North Carolina, United States","Health Care, Medical, Video",Debt Financing,2015-02-24,55000.0,USD,55000.0,1-10,55000.0,USD,55000.0,1.0,,,,,,,,,,For Profit,2015-01-01,,,,,,,$10M to $50M
2391,Stratifyd,https://www.crunchbase.com/organization/stratifyd,"Charlotte, North Carolina, United States","Analytics, Artificial Intelligence, Big Data, Data Visualization, Machine Learning, SaaS, Text Analytics",Debt Financing,2019-08-06,10000000.0,USD,10000000.0,51-100,53600000.0,USD,53600000.0,6.0,,,,,,1.0,,,,For Profit,2015-01-15,https://twitter.com/getstratifyd,https://www.facebook.com/stratifyd,https://www.linkedin.com/company/stratifyd,Early Stage Venture,,,$1M to $10M
2466,"BlackFog, Inc.",https://www.crunchbase.com/organization/blackfog-inc,"Cheyenne, Wyoming, United States","Data Center, Data Visualization, Database, Software",Debt Financing,2018-09-05,,,,1-10,2500000.0,USD,2500000.0,2.0,,,,,,1.0,,,,For Profit,2015-01-15,https://www.twitter.com/blackfogprivacy,https://www.facebook.com/blackfogprivacy,https://www.linkedin.com/company/blackfog,Seed,,,Less than $1M
2500,Field Buzz,https://www.crunchbase.com/organization/field-buzz,"Frankfurt, Hessen, Germany","Emerging Markets, Enterprise Software, Mobile, SaaS, Software",Debt Financing,2020-01-22,250000.0,EUR,277395.0,11-50,553276.0,USD,553276.0,3.0,,,,,,2.0,,,,For Profit,2015-01-08,https://twitter.com/field_buzz,http://www.facebook.com/field.buzz,https://www.linkedin.com/company/field-information-solutions-gmbh/,,,,Less than $1M
2507,CaptureLife,https://www.crunchbase.com/organization/capturelife-inc,"Minneapolis, Minnesota, United States","Advertising, E-Commerce, Events, Mobile Apps, Retail",Debt Financing,2019-01-31,360000.0,USD,360000.0,11-50,360000.0,USD,360000.0,1.0,,,,,,2.0,,,,For Profit,2015-01-28,https://twitter.com/CaptureLifeNow,https://www.facebook.com/capturelifetoday,https://www.linkedin.com/company/capturelife-inc-/,,,,Less than $1M
2574,RingBe,https://www.crunchbase.com/organization/ringbe,"Riga, Riga, Latvia","Logistics, Telecommunications, Travel",Debt Financing,2015-01-15,50000.0,EUR,58135.0,1-10,50000.0,EUR,58135.0,1.0,,,,,,4.0,,,,For Profit,2015-01-15,https://twitter.com/RingBeCom,https://www.facebook.com/RingBecom,https://www.linkedin.com/company/ringbe,,,,$1M to $10M
2604,Norrom Ltd,https://www.crunchbase.com/organization/norrom-ltd,"Sweden, South Carolina, United States","3D Technology, Aquaculture",Debt Financing,2015-04-21,16490.0,GBP,24614.0,,16490.0,GBP,24614.0,1.0,,,,,,,,,,,2015-01-04,https://www.twitter.com/norromco,https://www.facebook.com/484488475023652,,,,,Less than $1M
3093,ListReports,https://www.crunchbase.com/organization/listreports,"Orange, California, United States","Marketing, Property Management, Real Estate",Debt Financing,2018-11-14,555000.0,USD,555000.0,51-100,1425911.0,USD,1425911.0,4.0,,,,,,3.0,,,,For Profit,2015-02-02,https://twitter.com/List_Reports,https://www.facebook.com/ListReports,https://www.linkedin.com/company/6388486,,,,$1M to $10M
3158,Sky Blue Capital,https://www.crunchbase.com/organization/sky-blue-capital-llc,"Santa Rosa, California, United States","Real Estate, Renewable Energy",Debt Financing,2018-07-05,10000000.0,EUR,11692022.0,1-10,10000000.0,EUR,11692022.0,1.0,,,,,,1.0,,,,For Profit,2015-02-24,https://twitter.com/skybluecapital,https://www.facebook.com/skybluecapital/,https://www.linkedin.com/in/seanrodrigues1/,,,,Less than $1M
3204,Tractionboard,https://www.crunchbase.com/organization/tractionboard,"Coral Gables, Florida, United States","Business Intelligence, SaaS",Debt Financing,2015-12-11,50000.0,USD,50000.0,1-10,81500.0,USD,81500.0,2.0,,,,,,3.0,,,,For Profit,2015-02-10,https://twitter.com/tractionboard,,https://www.linkedin.com/company/tractionboard,Seed,,,Less than $1M
3231,SocialSource,https://www.crunchbase.com/organization/socialsource,"Danville, California, United States","Content, Crowdsourcing, Mobile",Debt Financing,2015-10-06,200000.0,USD,200000.0,1-10,475000.0,USD,475000.0,2.0,,,,,,2.0,,,,For Profit,2015-02-03,https://www.twitter.com/phewapp,https://www.facebook.com/phewapp,,,,,Less than $1M
3290,Vilacom Credit Consultants,https://www.crunchbase.com/organization/vilacom-credit-consultants,"Orlando, Florida, United States","Consulting, Consumer, Credit",Debt Financing,2015-06-22,5000.0,USD,5000.0,1-10,5000.0,USD,5000.0,1.0,,,,,,,,,,For Profit,2015-02-01,,,,,,,$1M to $10M
3851,Qred,https://www.crunchbase.com/organization/qred-ab-publ,"Stockholm, Stockholms Lan, Sweden","Finance, Financial Services, FinTech",Debt Financing,2019-06-27,40000000.0,EUR,45486023.0,51-100,55058023.0,USD,55058023.0,4.0,,,,,,3.0,,,,For Profit,2015-03-27,https://www.twitter.com/qredsverige,https://www.facebook.com/qredsverige,https://www.linkedin.com/company/qred-ab,Early Stage Venture,,,$1M to $10M
3863,Ascus Biosciences,https://www.crunchbase.com/organization/ascus-biosciences,"San Diego, California, United States","Biotechnology, Life Science",Debt Financing,2019-05-31,5000000.0,USD,5000000.0,11-50,17500000.0,USD,17500000.0,2.0,,,,,,3.0,,,,For Profit,2015-03-01,,,https://www.linkedin.com/company/ascus-biosciences/,Early Stage Venture,,,Less than $1M
3899,Funding University,https://www.crunchbase.com/organization/fundinguniversity,"Atlanta, Georgia, United States","Education, Lending",Debt Financing,2018-08-16,2600000.0,USD,2600000.0,1-10,6000000.0,USD,6000000.0,3.0,,,,,,2.0,,,,For Profit,2015-03-01,http://www.twitter.com/fundinguniv,http://www.facebook.com/fundinguniversity,,Seed,,,Less than $1M
